endpoint,usuario,status_code,response
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,ncollum5s,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,fbootyman5t,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,sgimert5u,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,bislep5v,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,ifoort5w,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,ibuesden5x,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,pknoles5y,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,rbustard5z,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,jsmiths60,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,tgopsall61,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,cwoolager62,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,oworms63,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,tgasnoll64,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,abillanie65,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,bgaskill66,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,hcuppitt67,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,gwarrier68,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,dwentworth69,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,ppunchard6a,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,ppideon6b,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,mflintuff6c,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,kbalderston6d,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,kbarzen6e,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,azettler6f,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,sstandring6g,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,gwason6h,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,schuck6i,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,jpilsworth6j,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,gdacosta6k,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,dguerriero6l,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,mgouinlock6m,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,tsyvret6n,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,kalti6o,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,emeany6p,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,cogelbe6q,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,tphateplace6r,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,wpickton6s,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,hbasson6t,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,bmccullum6u,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,bniland6v,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,dsambath6w,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,sgoodoune6x,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,spiff6y,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,tgamet6z,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,zkirvin70,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,hbannon71,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,oportinari72,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,jcampbell73,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,cplowman74,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,hbaysting75,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,sgwynn76,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,olethieulier77,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,lvallintine78,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,fmerrisson79,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,igrigoire7a,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,vmcelvogue7b,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,gdurgan7c,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,erootham7d,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,ibattin7e,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,hhindge7f,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,jdillestone7g,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,gseyfart7h,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,rclay7i,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,cgailor7j,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,ntorra7k,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,cgauford7l,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,chillatt7m,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,sbrumfitt7n,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,adumigan7o,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,nsuffield7p,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,nwhorf7q,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,gkendle7r,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,dphillipson7s,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,mcurle7t,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,gfeldhammer7u,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,bmattholie7v,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,rhakeworth7w,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,lcalverley7x,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,echapleo7y,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,acassy7z,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,jmathiassen80,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,bormrod81,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,nanyon82,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,tbowers83,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,wchurchley84,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,kgoodhay85,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,losheils86,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,dbavridge87,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,nmalloy88,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,fmcquorkell89,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,cstennett8a,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,ltheobold8b,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,dmoncreiffe8c,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,afforde8d,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,otodarini8e,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,droubeix8f,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,mmetham8g,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,bchellam8h,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,jposchel8i,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,dshanklin8j,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,bdurnall8k,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,bearry8l,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,sphillipp8m,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,bhaversham8n,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,apenswick8o,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,mleband8p,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,jclaibourn8q,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,lhalbert8r,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,probison8s,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,ccantua8t,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,jpurtell8u,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,tdorling8v,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,dpadillo8w,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,ifairs8x,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,csorrel8y,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,sbateup8z,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,rmewha90,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,etharme91,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,goakinfold92,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,mvanyukov93,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,rscarrott94,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,gsterland95,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,flunk96,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,jdagostini97,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,gorr98,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,wtumbridge99,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,abaird9a,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,lohingerty9b,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,mvasyuchov9c,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,gvasyanin9d,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,nfisby9e,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,dgascoyne9f,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,bkobierzycki9g,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,abromige9h,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,akull9i,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,khexam9j,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,lkilpin9k,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,kbranthwaite9l,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,ljanicijevic9m,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,simpy9n,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,lmanssuer9o,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,acayet9p,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,bsparkes9q,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,pmoncrefe9r,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,dbowhay9s,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,opaddeley9t,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,sdensie9u,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,zcraster9v,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,ahoovart9w,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,ltilly9x,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,esiaskowski9y,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,dwoehler9z,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,lstangoa0,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,ckerswella1,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,lcosensa2,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,chalwilla3,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,dlaweya4,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,emoodeya5,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,tbrentona6,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,kshukera7,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,csikoraa8,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,gbirtleya9,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,screaseraa,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,aheathfieldab,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,wmilliganac,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,agrinikhinovad,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,rbarkworthae,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,agrabertaf,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,slistoneag,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,mfessionsah,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,kderycotai,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,lmedlandaj,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,bfilipiakak,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,doflynnal,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,fchildam,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,bdabellan,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,asinottao,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,pscothorneap,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,fscobleaq,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,santeckiar,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,aroskellas,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,lfeaksat,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,sbranthwaiteau,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,gmcalisterav,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,lmcgibbonaw,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,avanbruggenax,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,wlepoidevinay,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,iburgumaz,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,poddboyb0,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,gmartschikb1,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,narnholtzb2,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,gperryb3,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,ahakesb4,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,hbuzzab5,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,gmccaughenb6,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,kwybrewb7,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,vcarmelb8,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,lsprosonb9,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,jdufaurba,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,bwerendellbb,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,mdismorebc,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,lgarlantbd,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,abussellbe,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,lkirtleybf,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,rkeddeybg,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,mdiffleybh,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,rfarakerbi,401,El usuario no cuenta con el nivel de acceso requerido
